type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
*w,
*r,
w,,,SetActorState,,,,b523,05,r1,,UCH,0=off;20=on,,,r2,,UCH,0=off;20=on,,,r3,,UCH,0=off;20=on,,,r4,,UCH,0=off;20=on,,,r5,,UCH,0=off;20=on,,,r6,,UCH,0=off;20=on,,,r7,,UCH,0=off;20=on,,,r8,,UCH,0=off;20=on,,,r9,,UCH,0=off;20=on,,,r10,,UCH,0=off;20=on,,,r11,,UCH,0=off;20=on,,,r12,,UCH,0=off;20=on,,,rx,,HEX:2,,,
w,,,Mc1Operation,,,,b523,0200,status,,UCH,0=off;1=on,,,flowtempdesired,,D1C,,°C,temperature,pump,s,UCH,0=off;1=on,,,mixer,s,SCH,,%,
w,,,Mc2Operation,,,,b523,0201,status,,UCH,0=off;1=on,,,flowtempdesired,,D1C,,°C,temperature,pump,s,UCH,0=off;1=on,,,mixer,s,SCH,,%,
w,,,Mc3Operation,,,,b523,0202,status,,UCH,0=off;1=on,,,flowtempdesired,,D1C,,°C,temperature,pump,s,UCH,0=off;1=on,,,mixer,s,SCH,,%,
r,,,SensorData1,,,,b523,06,s1,,D2C,,°C,temperature,s2,,D2C,,°C,temperature,s3,,D2C,,°C,temperature,s4,,D2C,,°C,temperature,s5,,D2C,,°C,temperature,s6,,D2C,,°C,temperature,s7,,D2C,,°C,temperature,ignore,,HEX:2,,,
r,,,SensorData2,,,,b523,07,s8,,D2C,,°C,temperature,s9,,D2C,,°C,temperature,s10,,D2C,,°C,temperature,s11,,D2C,,°C,temperature,s12,,D2C,,°C,temperature,sx,,D2C,,°C,temperature,ignore,,HEX:3,,,
r,,,Currenterror,Current errors,,,b503,0001,error,,UIN,,,error number,error_1,,UIN,,,error number,error_2,,UIN,,,error number,error_3,,UIN,,,error number,error_4,,UIN,,,error number
r,,,Errorhistory,Error_History,,,b503,0101,index,m,UCH,,,,status,,UCH,,,Status,time,,VTM,,,time,date,,HDA:3,,,date,error,,UIN,,,error number
w,,install,Clearerrorhistory,Clear error history,,,b503,0201,cleared,s,UCH,0=no;1=yes,,
r,,,StatEnergySumYear,,,,b516,1003ffff,source,m,UCH,1=solar;2=environment;3=electricity;4=gas,,the energy source,usage,m,UCH,0=all;3=heat;4=water;5=cool,,the energy usage,ign2,m,UCH,=0,,,year,m,UCH,2,,the year as offset from 2000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatSolarEnergySum,,,,b516,1000ffff01000000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatSolarEnergySumHc,,,,b516,1000ffff01030000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatSolarEnergySumHwc,,,,b516,1000ffff01040000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatEnvironmentEnergySum,,,,b516,1000ffff02000000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatEnvironmentEnergySumHc,,,,b516,1000ffff02030000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatEnvironmentEnergySumHwc,,,,b516,1000ffff02040000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatEnvironmentEnergySumCool,,,,b516,1000ffff02050000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatElectricEnergySum,,,,b516,1000ffff03000000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatElectricEnergySumHc,,,,b516,1000ffff03030000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatElectricEnergySumHwc,,,,b516,1000ffff03040000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatElectricEnergySumCool,,,,b516,1000ffff03050000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatFuelSum,,,,b516,1000ffff04000000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatFuelSumHc,,,,b516,1000ffff04030000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
r,,,StatFuelSumHwc,,,,b516,1000ffff04040000,ign,,IGN:7,,,,value,,EXP,1000,kWh,
